رقم الرخصة,اسم المنشأة,رقم الجهة
33503323498,آل علي-العجلان #14952,6656325222
33506083048,الدباغ Inc #8789,6162303184
33511496901,"الراشد, بقشان and المشاولة #2369",2607216887
33512076693,أبا الخيل-الشايع #8807,9776290017
33514538220,الشايع-آل جعفر #138,9222724230
33521109046,"آل قصير, المغاولة and حنبولي #3965",9620185445
33525759351,مهنا-بقشان #9642,2066709457
33531188180,"مهنا, كانو and آل سلطان #9783",1514066195
33548750828,"آل الشيخ, آل مقطة and آل رفيع #3504",7320162678
33558488400,"فصيل, مهنا and آل عواض #965",6312418210
33565512803,"الجفالي, كانو and بقشان #5641",3539184268
33567198136,آل قصير-آل الشيخ #1141,1893585889
33567213834,بقشان-آل صفوان #5278,1603825202
33570203792,آل علي-المهيدب #16958,3813049752
33576241646,الخرافي-آل صفوان #7069,4499835237
33583883235,كانو-الجابر #7636,2684830606
33585432094,آل رفيع PLC #13311,3109121833
33598732496,"آل رفيع, المهنا and آل رفيع #17127",1954477700
33599343510,الحكير-آل العسكري #8026,4549794302
33602762892,العليان Group #13988,1512889070
33608174202,"آل خضير, الشايع and آل عواض #4225",4515063078
33609406644,"الخرافي, أبا الخيل and حجار #14775",2331772871
33617984239,المغاولة-آل محمد بن علي بن جماز #5839,3546896384
33618123176,المهنا-آل سلطان #9284,1108393907
33620853870,"آل محمد بن علي بن جماز, آل مقطة and آل حسين #8406",8294376377
33629494551,الحجار-شربتلي #18678,5968787179
33633057498,الخرافي Ltd #14559,2937204630
33644469007,آل بن لافي Group #9468,1428180830
33656118286,"آل بن لافي, الحجار and الجفالي #16894",1495978105
33656606176,"أبو داوود, الحكير and شربتلي #7501",3096427963
33657348954,آل جعفر-بن لادن #2234,4478804975
33660604304,آل سعود and Sons #18434,8209533028
33661006866,حجار-آل بن لافي #19577,4511553696
33663713498,أبا الخيل LLC #19525,1543017942
33664947615,آل العسكري-الشايع #4439,6583309933
33666062026,المغاولة Ltd #2182,6745941283
33666339795,الجفالي Group #17739,6844043543
33670966245,الحجار and Sons #3014,7252158352
33685467058,الحكير Group #19552,3858087510
33688327858,المغاولة-الشايع #8942,2051592203
33689437759,آل عطفة-الجفالي #12713,2715412790
33695750233,الشايع-أبو داوود #6289,3865564102
33696433111,آل صفوان Inc #14825,2583827779
33699787079,"الحكير, العقيل and آل علي #17378",7149227227
33699847020,"المغاولة, آل خضير and آل معيض #17248",8980116708
33700413816,آل الشيخ PLC #8325,9886101573
33713394774,"آل سعود, آل العسكري and آل عواض #14587",9582139715
33714967084,"الجفالي, آل سلطان and آل خضير #1465",8756342749
33715412829,آل سعود-العقيل #9961,2696628500
33722697380,أبو داوود-آل علي #17624,9443773469
33731527522,آل محمد بن علي بن جماز-العجلان #9814,3498995498
33740430310,"أبو داوود, العقيل and شربتلي #18406",2666533247
33748979041,"الجابر, الراشد and فصيل #13150",1266986954
33750031700,آل عطفة PLC #8709,4826777732
33752132055,"آل حسين, آل حسين and آل عطفة #5934",9059138522
33755052571,"العليان, آل سلطان and بن لادن #9926",5870785990
33756854975,آل العسكري-آل صفوان #7793,4325566128
33757779190,الحجار Ltd #18845,5725470592
33761046745,"بقشان, مهنا and حنبولي #1004",2104843183
33765052269,فصيل-آل محمد بن علي بن جماز #17900,2910786422
33768154253,"شربتلي, آل مقطة and آل علي #5134",9325769693
33768403050,الخرافي PLC #12107,9953937287
33775174431,آل قصير-آل سلطان #18982,3876813967
33775262692,آل صفوان-آل عايض #9842,8847543473
33775824636,آل بن لافي Group #11298,8891187698
33776398099,الراشد-آل خضير #5740,5128043220
33780505076,الخرافي-آل قصير #10656,4557825814
33781867657,الخرافي-فصيل #18877,6883336936
33785788652,"العجلان, آل رفيع and الراشد #16081",1824842811
33788511959,آل صفوان Inc #5601,3065479371
33792555556,"المهنا, آل سعود and آل رفيع #12627",3968376929
33795402437,الجابر PLC #16142,8083815277
33798147614,"بقشان, المشاولة and العقيل #13020",2897034378
33799410641,حنبولي-المهنا #2152,8498486252
33803510543,العجلان-الدباغ #10469,2505175632
33805159709,مهنا Group #1091,2124082193
33815522734,"آل محمد بن علي بن جماز, بن لادن and أبو داوود #6003",7524339177
33820442480,"آل بن ظافر, شربتلي and شربتلي #4155",9275208507
33829895742,المغاولة LLC #9715,8603225903
33830272468,"آل صفوان, الجابر and المهيدب #699",7175508825
33836461404,حجار-بن لادن #1384,8870089917
33836880706,"آل عطفة, آل العسكري and العقيل #18383",3645660466
33847275381,الخرافي-العقيل #7205,7075416471
33850405160,آل عواض-العليان #12109,9739135427
33850437476,"العليان, آل محمد بن علي بن جماز and العقيل #15165",1922491192
33854480365,آل صفوان and Sons #9021,5911216421
33856976892,"آل مقطة, شربتلي and المشاولة #816",6694907334
33860368887,"آل الشيخ, آل الشيخ and شربتلي #11034",3788169486
33862838064,المهنا Inc #7989,9392866415
33868900674,حجار Ltd #13678,3944179138
33872855335,آل رفيع-آل سعود #3751,6916660108
33876270140,المشاولة and Sons #18394,1987225946
33885622360,"حنبولي, آل بن ظافر and بن لادن #11221",6882570670
33888673476,أبا الخيل LLC #6517,6417101669
33891591454,آل معيض LLC #14716,4379461350
33894194422,آل مقطة LLC #5695,8440331855
33897031811,"آل حسين, آل رفيع and كانو #12451",2066611892
33899579276,آل حسين LLC #2470,3711562928
33899996028,الحكير-آل سلطان #10778,3663444028
33906435210,"الراشد, آل معيض and آل جعفر #8436",8412114827
33907490136,"الجفالي, آل سعود and آل قصير #14199",1253136414
33909859964,العجلان-الحكير #19139,4134805509
33915283580,حنبولي-الجفالي #6027,5961803454
33917033826,"المهنا, الخرافي and الشايع #15304",8662202563
33919737209,آل عطفة and Sons #9327,8590277575
33926737718,المغاولة LLC #5523,9553253607
33929908315,الدباغ-آل سعود #13370,1210331375
33931865403,"آل العسكري, آل جعفر and العقيل #3732",8354027982
33932033879,"العقيل, الحكير and آل بن لافي #6145",1044863447
33932911618,آل محمد بن علي بن جماز-أبا الخيل #6719,2326246617
33944583073,الراشد and Sons #10988,8315224565
33949283139,كانو PLC #6165,2436168615
33951275109,العجلان-أبو داوود #6350,1236093664
33973826678,بقشان Ltd #18818,1014361813
33977928292,آل خضير Group #6170,1477805439
33979869182,"العقيل, آل صفوان and آل رفيع #11666",6528427451
33981610105,بقشان Group #721,9468576327
33982780313,"المغاولة, آل عايض and الجابر #11868",4549235510
33985341295,آل صفوان LLC #11287,2599801636
33993270071,المغاولة and Sons #5038,1142185377
33995127078,آل مقطة-آل رفيع #17087,6596828179
33996776197,آل صفوان and Sons #2456,6734684958
34009468576,آل بن لافي-شربتلي #606,1764227030
34013964419,"آل جعفر, آل قصير and الدباغ #17275",8259438626
34017628942,آل عايض-آل رفيع #7129,6430485172
34020448494,الحجار-أبا الخيل #15306,3096424059
34024047278,"العليان, أبا الخيل and آل جعفر #13779",6724077534
34027150134,آل مقطة PLC #3881,3846833157
34028272380,بقشان-آل سلطان #6204,5961065062
34030414299,"المشاولة, آل حسين and الراشد #19058",7846023917
34037525005,"آل الشيخ, الجابر and آل علي #16698",2220651115
34039216834,"آل رفيع, المغاولة and آل معيض #3139",5429092290
34040774966,"العليان, آل عايض and آل سلطان #12067",4908642405
34043536790,آل علي Inc #12589,9680296175
34048625353,آل العسكري LLC #835,5759106123
34050023503,فصيل-آل معيض #9305,5727403576
34054406100,العجلان Group #16128,3228578880
34058385414,الشايع Inc #15039,5891577524
34059110869,"حجار, الجفالي and الشايع #6701",7750663755
34059145961,"أبو داوود, آل معيض and آل عايض #19603",6450890032
34063285127,حنبولي-آل صفوان #5486,4309770158
34066811219,بن لادن LLC #9303,7817144608
34070097669,الخرافي-آل حسين #3735,1193866974
34070281453,آل عايض Ltd #7215,2844681040
34070295075,الشايع-شربتلي #1743,4523812436
34070597441,العقيل Inc #8194,7565281602
34073568736,الحجار Ltd #675,3644390836
34073671870,آل مقطة-العقيل #7278,8024941115
34077183563,آل صفوان-الراشد #5722,1071058159
34081822494,أبا الخيل-آل سعود #19455,1671749269
34083191278,بقشان-آل عواض #10493,8004113912
34085583269,"آل الشيخ, أبا الخيل and الشايع #14751",1684032163
34087043081,"الخرافي, آل بن ظافر and الشايع #4979",4962142053
34088507524,المغاولة-الدباغ #1394,1290421496
34090370093,"آل العسكري, آل عايض and آل عطفة #1039",2271216701
34093129954,"بقشان, آل جعفر and آل سعود #13924",9081764105
34095803740,حنبولي PLC #6234,3952505997
34098280550,"آل العسكري, الراشد and الراشد #14817",1527093255
34099027054,آل عطفة-الجابر #3990,7896978739
34100554528,"الدباغ, المهيدب and آل بن لافي #10319",4899355549
34103142704,العليان-العجلان #5460,3354182096
34105811497,"آل سعود, آل صفوان and المهيدب #11905",8797913756
34116455338,الشايع-آل الشيخ #8037,1736235022
34131308619,الدباغ-المهيدب #6793,2580900792
34134373933,"مهنا, أبو داوود and الدباغ #10145",5249123283
34135970910,الشايع-آل قصير #11000,3783612448
34148025435,آل بن ظافر-آل علي #9519,9511083586
34151930707,بقشان-آل عايض #12883,9766258225
34158316855,"المغاولة, آل مقطة and حجار #1426",9914042820
34163474933,المهنا and Sons #6346,5001798543
34168848666,الحجار-الجفالي #17528,6237915676
34168954601,آل خضير Ltd #18579,7781019368
34175825255,المهيدب PLC #14630,1048328818
34177371019,آل خضير-آل مقطة #16902,4753688629
34180131369,"آل محمد بن علي بن جماز, آل محمد بن علي بن جماز and المهيدب #14957",8214178830
34184997798,"العليان, المهنا and المهنا #3480",2494715253
34191119821,الخرافي Inc #11297,3259268353
34191749870,"شربتلي, آل حسين and العليان #7174",5469882808
34192649261,الدباغ-العقيل #387,1030594777
34202008242,آل مقطة-آل رفيع #18697,2913716167
34221346916,بن لادن PLC #375,5930548874
34221750352,المشاولة-آل عايض #10588,1313544772
34225134014,"حجار, آل بن لافي and آل الشيخ #7658",3497540589
34227941944,"آل علي, آل صفوان and شربتلي #4293",7062299635
34232351871,"المغاولة, بن لادن and آل معيض #11294",7306547090
34236615541,آل محمد بن علي بن جماز PLC #5456,9791175967
34237220363,آل بن لافي and Sons #2848,9668197784
34240472484,"آل بن ظافر, شربتلي and أبو داوود #5756",4845391070
34247294351,آل عواض Group #5705,7759396575
34252934596,"آل سعود, أبو داوود and الخرافي #3337",8021162265
34253415634,"الخرافي, آل صفوان and حنبولي #15442",4813548731
34255192050,"الجابر, آل خضير and الشايع #41",2975276611
34255585128,"مهنا, آل سعود and آل علي #1866",6334007305
34256463873,المهنا LLC #321,9792397568
34260849755,آل علي PLC #12885,6519650055
34264507114,"آل العسكري, المغاولة and المهنا #16277",4019354629
34270224906,المغاولة-كانو #15206,3274144249
34274852644,آل سلطان-المهنا #11940,8833187137
34275623216,أبو داوود-الشايع #9695,8352674258
34277796300,الشايع LLC #8469,2501949079
34282871355,"حنبولي, بن لادن and المهنا #9981",5579975781
34283915148,آل جعفر-آل حسين #6040,6840713618
34291500820,الدباغ PLC #5696,5045561553
34294840604,"العجلان, آل رفيع and آل سلطان #10503",7182259302
34298981400,العجلان PLC #18384,2147452683
34305099368,"الحكير, أبا الخيل and آل صفوان #8631",4108867593
34306323897,الحجار-مهنا #3132,8875051366
34308025856,"آل بن لافي, الجفالي and آل حسين #17696",8414765787
34315281002,حنبولي-آل مقطة #13701,8238359183
34320051529,فصيل and Sons #1052,9972265292
34321733770,"آل العسكري, آل بن ظافر and آل قصير #1718",8701606796
34324879302,الحجار-حجار #11952,5638859744
34326448820,آل رفيع Inc #12532,2426390503
34336863217,"حنبولي, آل قصير and بن لادن #6642",7115851646
34340216894,آل العسكري-آل قصير #14042,7032555837
34342241520,آل جعفر-حجار #8674,2846695402
34343256974,"آل مقطة, كانو and آل بن لافي #1238",2942333804
34344887829,شربتلي and Sons #8910,2469611128
34346164246,العقيل-حنبولي #15672,8176824523
34346807236,"العقيل, الحكير and آل قصير #14352",6099693850
34354328661,شربتلي LLC #3143,4911197806
34355690933,"آل حسين, المشاولة and آل العسكري #2564",2820298717
34360389215,شربتلي PLC #11867,3242123688
34360390024,الشايع-آل عواض #14117,1304307434
34362884984,آل قصير-آل بن ظافر #10850,5753771112
34363964259,أبا الخيل-آل مقطة #12558,2514488988
34364410450,"آل معيض, العليان and آل علي #3797",6691716534
34368544575,العليان Inc #18204,6285079880
34375855810,آل جعفر-آل خضير #18853,5009786951
34387407934,آل حسين-المشاولة #231,7265469804
34402648743,الراشد-آل معيض #8940,5633550837
34408438685,آل قصير Group #6038,6564866180
34413911861,"بن لادن, شربتلي and العقيل #9738",4703343210
34420901619,الحكير-آل سلطان #12439,9804169364
34422918573,الجفالي and Sons #3611,7598402379
34423329160,"الراشد, العقيل and آل عايض #14071",7516968096
34426232876,آل معيض and Sons #13530,8267296977
34429188293,"آل جعفر, أبا الخيل and آل جعفر #1630",2553127808
34429598915,"آل حسين, آل علي and آل صفوان #1523",5751387958
34447265398,"الجابر, آل خضير and الشايع #41",2975276611
34454622544,"آل الشيخ, أبو داوود and المغاولة #15352",7612820043
34459038343,المغاولة-آل علي #13843,1770880912
34460218174,آل بن لافي Inc #7523,1547369206
34463571404,"آل قصير, آل عطفة and آل مقطة #9744",3409500547
34465064126,آل علي-الراشد #16419,3191889881
34465601452,آل العسكري and Sons #14510,4976373279
34469424163,آل جعفر-آل الشيخ #4263,8115390125
34478201044,العليان Inc #13027,2469632708
34481764953,"المهنا, حنبولي and آل جعفر #10228",3760058252
34482668091,أبا الخيل LLC #1113,8642968136
34483867324,"حجار, فصيل and الجفالي #18264",2713955036
34484989469,"آل الشيخ, آل خضير and آل حسين #18594",1441527005
34485843245,الشايع Group #362,1901802786
34504385188,"الجابر, آل بن ظافر and شربتلي #19443",2834393085
34505496340,الجابر Ltd #8055,2023864400
34507541444,"آل الشيخ, آل مقطة and آل الشيخ #9189",8052459514
34515774677,آل سلطان LLC #3550,7059517975
34517941597,آل سلطان-آل عطفة #5332,3604795680
34519702063,الخرافي-العجلان #12048,1270849633
34520025225,مهنا Group #8004,8889379243
34521601818,"فصيل, آل حسين and فصيل #8755",8798465353
34531780803,الحجار and Sons #8386,8095547326
34531958615,آل حسين-الدباغ #13055,7400325860
34533667594,"آل سلطان, آل بن لافي and حنبولي #14182",7730734195
34536026499,المشاولة-آل مقطة #6744,2600750666
34539320312,كانو-المهيدب #4933,9261233432
34541374441,"بن لادن, كانو and كانو #9339",6481023008
34541541257,"الحكير, العقيل and آل محمد بن علي بن جماز #1995",2129972955
34549440089,آل سعود Inc #1945,4745279231
34550179914,"العقيل, الشايع and أبا الخيل #12963",9812447568
34554689916,"آل رفيع, آل محمد بن علي بن جماز and العجلان #10541",1450779318
34560995944,العجلان Ltd #9489,5335094763
34563327849,"آل صفوان, آل رفيع and آل سعود #1159",8000807942
34564657796,الجابر Group #15009,4501982925
34567930751,"المهنا, آل عواض and الحكير #1994",9432037086
34572094503,"آل العسكري, بقشان and آل محمد بن علي بن جماز #11986",7812372642
34575325593,شربتلي Group #10316,8790892196
34585095208,آل محمد بن علي بن جماز Inc #15885,4775060236
34587376592,الحكير LLC #5951,2503648408
34587986721,حنبولي LLC #3989,2778323857
34593489418,"آل بن ظافر, مهنا and بن لادن #16941",1383120531
34595754070,آل علي-الشايع #11697,1382400664
34598221089,الدباغ-الحكير #5815,8719670445
34599559770,"آل خضير, بقشان and آل عايض #8826",6714732118
34603785037,"الجابر, شربتلي and مهنا #7345",5486347187
34608455793,أبو داوود-آل صفوان #14335,8156131557
34609874521,"آل علي, الدباغ and آل معيض #2403",1493998908
34610348479,آل رفيع-فصيل #22,5533716033
34619264820,شربتلي PLC #3009,9195628691
34623706374,الحجار-المغاولة #12082,9231170516
34635560928,"المشاولة, آل سلطان and كانو #3281",4775592890
34643164438,بن لادن PLC #9973,5288351821
34643632030,"المشاولة, آل مقطة and آل بن ظافر #2766",3518676347
34652438376,الدباغ Ltd #6891,5223506019
34656566019,فصيل Group #19084,6391476305
34658128867,الدباغ-الجابر #9585,7409743244
34659198918,أبو داوود-بن لادن #10646,2897103072
34661656169,حجار Ltd #19564,5140444252
34662941438,"حجار, الحجار and آل قصير #3376",3876943964
34664419030,بن لادن-آل سعود #7333,9173599435
34664986199,آل حسين-آل قصير #2441,5133257667
34665710577,بقشان LLC #5880,8485721534
34668329218,المغاولة Ltd #13273,4991054710
34670175054,"آل مقطة, آل الشيخ and حنبولي #4673",8682089735
34670759099,"الجابر, الشايع and آل الشيخ #957",9960718478
34677591269,بن لادن LLC #81,4902684888
34686056308,آل خضير and Sons #1274,6307160422
34686302243,الحجار and Sons #4087,4700971924
34687815250,"شربتلي, العجلان and آل الشيخ #10973",5216271278
34688633238,الدباغ-آل عايض #13222,7038331583
34691833742,"حجار, آل معيض and الحجار #19498",1978254333
34694193383,"الشايع, آل بن لافي and آل سعود #1885",9505939531
34699545659,آل مقطة-آل خضير #10420,9942254329
34701737544,"آل بن ظافر, الشايع and آل سعود #6428",3878020307
34704646777,"الخرافي, آل مقطة and حجار #7921",5905996345
34729071665,الجابر-آل سلطان #13059,3573109071
34729583797,المغاولة-الدباغ #17464,3976215320
34736537313,المهنا Inc #19543,2833649573
34736713140,"آل مقطة, المهنا and آل العسكري #6212",6044433419
34737961997,"المهيدب, آل صفوان and الجابر #15959",1112310783
34743552325,"المشاولة, آل حسين and آل عواض #1675",6802917516
34750818412,حجار and Sons #12786,3053628534
34756492545,الخرافي Inc #5321,6423433298
34757417167,"بقشان, شربتلي and آل صفوان #7752",7206480277
34757670243,"آل علي, الشايع and المهنا #15358",3361728079
34759642511,العقيل PLC #14336,1731128067
34761018542,آل رفيع Group #1005,5589530854
34763463604,"أبا الخيل, آل علي and آل عواض #9237",6676285596
34775609517,بن لادن Inc #6985,2926652856
34776796787,آل سلطان Ltd #5426,6159178527
34779678844,آل خضير and Sons #7422,1891801328
34782059832,أبو داوود-الجابر #14686,5053510541
34791360260,"مهنا, حنبولي and آل رفيع #413",9041481152
34791715587,أبو داوود and Sons #16695,2555015321
34795218618,آل صفوان-حجار #15378,1820452338
34800059825,العقيل-آل سعود #8359,1846543203
34809628329,آل رفيع Group #5967,8572291364
34818625188,آل خضير-بقشان #842,8859672716
34820234174,آل علي-شربتلي #19123,6659388339
34821864914,آل مقطة-آل قصير #15706,6793257665
34824567810,"الجفالي, شربتلي and آل الشيخ #863",6302368780
34840021570,"العجلان, الحجار and الجفالي #10148",5560842502
34842563369,مهنا and Sons #10946,9610222926
34844389368,"آل رفيع, كانو and فصيل #10119",7476833687
34848132651,"آل جعفر, فصيل and آل بن لافي #4196",5087746514
34848987035,الجفالي PLC #4958,3945636476
34849259069,آل عايض and Sons #11075,6157785976
34850559390,"الشايع, المشاولة and آل محمد بن علي بن جماز #14280",6027995626
34852266923,آل الشيخ-آل علي #15977,5429063572
34853359197,"أبو داوود, بقشان and الجابر #10694",7902952966
34856122259,"آل عايض, آل محمد بن علي بن جماز and آل صفوان #8838",2615336654
34857008033,الراشد-آل حسين #9807,2654818923
34859117286,"آل علي, المشاولة and العقيل #18560",7477030144
34864565300,آل جعفر and Sons #15059,3024281736
34867264190,أبو داوود Group #12021,8533641792
34874236706,"الجفالي, الراشد and الجابر #11168",8779393859
34879070786,"آل عايض, الدباغ and الجابر #6680",9941007690
34881704952,الخرافي LLC #8858,3128062954
34882588155,آل رفيع-آل عايض #4603,4679211513
34886289459,المشاولة-آل صفوان #15011,9940668613
34896804562,آل علي Group #9646,5170907351
34902006500,آل علي LLC #15087,2215365525
34910992539,آل رفيع-آل عواض #13691,4771056790
34913316744,آل معيض Inc #18217,2626115807
34915680020,"المهنا, الجابر and آل سلطان #18461",2992339572
34923085011,"آل حسين, آل معيض and الجابر #7750",3783865082
34931789114,"العقيل, الحكير and آل بن لافي #6145",1044863447
34931791369,آل معيض Group #18951,3719369488
34932389907,آل صفوان-الحجار #9261,3131378858
34941422737,"الجفالي, مهنا and حنبولي #7588",1313788388
34941598412,كانو and Sons #1584,2086065265
34943022279,"آل بن لافي, الراشد and الحكير #15020",6230107836
34944717748,حنبولي Inc #7838,9451027139
34950948983,آل محمد بن علي بن جماز LLC #13005,3641118490
34955208189,حنبولي-الخرافي #17730,7485356470
34958718848,آل العسكري LLC #5847,1574239581
34960482284,آل عواض-آل صفوان #5131,9686568812
34966212832,آل العسكري-آل سلطان #2704,4194166609
34977966670,آل معيض-أبا الخيل #19012,4055319084
34981644492,"آل عواض, آل سعود and حنبولي #4509",5547684210
34982117447,العقيل-آل عايض #3207,9969853441
34986120819,آل العسكري PLC #7956,6919273473
34987200505,العليان LLC #16110,2364538988
34988435453,"آل صفوان, آل عطفة and آل قصير #4901",4713793733
34994031719,المهيدب PLC #16449,3838528933
34995626514,"آل عواض, آل العسكري and الحكير #9450",7960142774
35007446077,"الخرافي, آل صفوان and المهيدب #8363",4998485197
35013496321,آل خضير and Sons #7657,4794844127
35014994415,"آل محمد بن علي بن جماز, المهيدب and آل علي #19364",1618966912
35016670665,"آل عطفة, بن لادن and حجار #18564",4651612960
35018188779,آل سعود PLC #40,9710010368
35020232328,آل العسكري PLC #8827,3964669757
35021359329,"فصيل, آل الشيخ and آل حسين #10947",3007982766
35030777833,الراشد Group #16765,3897029581
35032305920,كانو LLC #5107,8432923979
35038162323,آل صفوان-آل عايض #16257,3739849782
35040470315,"بن لادن, آل معيض and آل خضير #4120",9044718611
35050059435,"أبا الخيل, العليان and أبا الخيل #8909",1283439765
35050846172,المغاولة and Sons #5227,5274165660
35053751083,"الحجار, المهيدب and الجفالي #19233",9177550173
35054185586,حنبولي Inc #8027,9448017890
35056355580,آل مقطة and Sons #1707,6865469790
35059611903,"الراشد, شربتلي and العقيل #17136",3303105241
35060806826,"آل العسكري, أبا الخيل and آل معيض #4216",9128165414
35065415225,"المهنا, آل عواض and الحكير #1994",9432037086
35074061318,"المغاولة, المغاولة and الشايع #4084",2000432787
35080506395,"آل العسكري, فصيل and آل رفيع #7628",6105048072
35090175160,"مهنا, آل عايض and المشاولة #16461",8326937722
35095875947,"آل الشيخ, آل الشيخ and أبو داوود #4918",9309256668
35098774708,الدباغ Inc #11624,2946208840
35107592964,"آل جعفر, فصيل and الحكير #11710",5598492878
35109363916,آل رفيع-العجلان #13969,1971346718
35117752325,المغاولة PLC #297,1293942933
35121452417,آل علي-بقشان #4965,9092029092
35124398630,الراشد-الدباغ #4811,5290153336
35124616829,"المهنا, آل عواض and آل العسكري #8963",5579577019
35125534903,"شربتلي, آل خضير and آل العسكري #2819",7631831676
35127759428,"آل علي, مهنا and آل قصير #9818",3906635401
35131168815,آل مقطة Ltd #12530,4106046124
35158790845,بقشان and Sons #7850,1495155325
35159915892,آل العسكري-آل رفيع #15729,3390898588
35164794547,الراشد-آل حسين #15357,3243290308
35169387001,آل عايض PLC #8834,2444295335
35176484344,"العقيل, آل مقطة and بن لادن #9183",3828835817
35177115611,مهنا Group #10623,2035642942
35179501235,بقشان Ltd #6524,4988155644
35182598651,بن لادن Ltd #3423,7073032692
35183748734,بقشان-العقيل #14916,5297940640
35186120709,المهيدب-آل صفوان #17101,2150854298
35188014540,آل قصير-العقيل #5405,6461266090
35193193343,"الجابر, الراشد and آل رفيع #5372",2962632058
35194009295,حنبولي-آل محمد بن علي بن جماز #4758,4088779169
35196177735,آل بن لافي-المهنا #8733,7328277012
35206344795,"الراشد, المهيدب and العليان #13066",5978636880
35207811696,آل قصير-آل الشيخ #1141,1893585889
35213868901,"المشاولة, الراشد and مهنا #16823",3393464252
35216594526,بقشان LLC #13127,3934623612
35221652809,"بن لادن, أبا الخيل and آل صفوان #3696",1567624969
35223891035,أبو داوود and Sons #887,2157746323
35226810644,المهيدب-العليان #15428,9010464231
35230608222,العليان-مهنا #1029,4825121155
35231192257,الجابر-آل بن ظافر #15574,9098060974
35238369209,آل عطفة and Sons #11766,3649615191
35239720856,آل قصير-بقشان #13159,1876613526
35240138521,"أبا الخيل, الحجار and أبا الخيل #15780",9188562864
35252307306,فصيل-آل خضير #107,4075209021
35254215923,آل صفوان Inc #16569,2162653432
35254387451,حنبولي LLC #629,6702339438
35256671824,"آل رفيع, آل قصير and الدباغ #12743",7505087112
35258602126,آل معيض-المهنا #15645,1847077924
35264083962,آل محمد بن علي بن جماز-حنبولي #12900,4368431717
35265607236,آل الشيخ-المشاولة #7072,4421122919
35266799454,بن لادن PLC #10792,7568705016
35268150905,أبو داوود-الدباغ #13798,1106862560
35275404000,"حجار, حجار and آل رفيع #17415",5667231906
35275588860,"الشايع, الحجار and الراشد #6474",4162867492
35277055924,الحكير-آل مقطة #4219,3382007914
35285709632,المغاولة LLC #10372,8315472897
35292608843,"آل قصير, آل صفوان and أبو داوود #3802",4633032823
35293985658,"آل حسين, أبا الخيل and الحجار #19576",5250543879
35297455733,آل معيض Ltd #754,5929590160
35303235465,الشايع Group #6913,4006938193
35306400698,أبو داوود Inc #7654,6143694872
35307689759,الشايع Group #13640,2145161471
35310142113,المشاولة-آل محمد بن علي بن جماز #2341,1990800422
35311518108,أبا الخيل LLC #10463,3684802312
35311648680,"آل عواض, الجفالي and شربتلي #4269",2757108691
35312618517,آل حسين PLC #3992,2806489452
35313831674,حنبولي PLC #18553,4462536347
35316116024,آل رفيع PLC #15648,4685728842
35321345187,آل مقطة-الحكير #17109,4826550525
35324251054,"العقيل, أبا الخيل and بن لادن #18166",8675008705
35327779104,شربتلي-آل عايض #4846,8360422167
35331514091,آل عواض PLC #1632,9297960703
35331646104,آل قصير PLC #18770,5903978107
35334592931,"العقيل, آل رفيع and الجابر #11100",1982669835
35340573991,المشاولة-آل محمد بن علي بن جماز #19621,9804852816
35340894446,آل عطفة-آل سعود #6252,3018287884
35348447752,"آل رفيع, حنبولي and آل الشيخ #7952",9481188477
35363491404,"آل معيض, بن لادن and آل عطفة #5852",7749058272
35369040138,"آل مقطة, المهنا and العجلان #5694",1626430875
35374519819,آل مقطة-آل بن لافي #2190,1935678986
35385052734,المشاولة PLC #4430,3571782796
35391016865,"آل مقطة, شربتلي and المشاولة #816",6694907334
35397155933,الخرافي-آل صفوان #2651,8946262346
35400892768,"مهنا, آل معيض and آل مقطة #1556",3067696769
35404850407,العليان-آل جعفر #11618,8324647138
35405114485,آل عايض-العليان #4841,5755857677
35405575435,آل بن لافي and Sons #13193,4900611384
35406745731,مهنا LLC #16595,5204238018
35413502545,"مهنا, آل عواض and آل علي #13105",3553434260
35422276632,آل عايض-المغاولة #4871,4951471432
35432566582,آل بن ظافر-الخرافي #18847,8904348727
35433491226,"آل الشيخ, فصيل and أبا الخيل #12425",5659564742
35434925489,آل عطفة-آل خضير #13617,6826389050
35436830954,"شربتلي, آل صفوان and المشاولة #11214",4477864164
35438832496,الدباغ and Sons #15618,6237241692
35447448675,"آل بن لافي, آل سعود and الجفالي #9477",1501990999
35450276054,آل قصير Ltd #10370,3939004031
35462278932,آل علي-المشاولة #18879,3770034413
35465740210,"آل عايض, الخرافي and آل بن ظافر #8768",5680941946
35466571801,"آل معيض, العقيل and العقيل #16046",6361398701
35467342515,شربتلي-آل الشيخ #14467,3423468054
35469451926,آل عايض Group #2566,6699682714
35472620798,الشايع Ltd #11596,7375099735
35480567508,"آل عطفة, العجلان and آل علي #11143",6388961720
35487045058,"فصيل, آل سلطان and آل صفوان #3542",5842563267
35490118044,آل حسين-بن لادن #18283,2225818101
35490795352,آل عواض Ltd #17221,7717790234
35492044978,آل خضير Inc #8329,9396683490
35494105952,"آل الشيخ, الراشد and بن لادن #8552",5247422592
35494415501,آل الشيخ-آل رفيع #1575,7272487125
35496011643,"آل الشيخ, الدباغ and حجار #9463",9230829171
35498352966,"آل عايض, آل عواض and آل حسين #11609",6066305584
35502046064,"آل جعفر, آل محمد بن علي بن جماز and آل عواض #16290",3793224204
35507905366,الجابر and Sons #9270,4262056961
35521190655,"الراشد, الدباغ and العليان #2595",6586462138
